Ac_gi	Ac_ref_Tx	UniProt_db	Entry	Entry_name	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
871243393	XM_005101786.2	tr	H0YLA4	H0YLA4_HUMAN	29.71	340	213	7	529	1509	6	332	4e-39	147
871243395	XM_013084514.1	tr	H0YLA4	H0YLA4_HUMAN	29.71	340	213	7	150	1130	6	332	7e-40	147
871243390	XM_013084512.1	sp	P41002	CCNF_HUMAN	38.03	610	336	13	284	2038	30	622	6e-91	316
871243388	XM_005101803.2	sp	P41002	CCNF_HUMAN	38.03	610	336	13	276	2030	30	622	3e-91	317
871243401	XM_013084515.1	sp	P54278	PMS2_HUMAN	60.38	371	145	1	218	1330	12	380	2e-150	480
871243401	XM_013084515.1	sp	P54278	PMS2_HUMAN	66.12	242	80	1	2222	2941	618	859	2e-106	360
871243404	XM_005101789.2	tr	B0QY89	B0QY89_HUMAN	67.35	536	151	4	106	1650	69	601	0.0	690
871243414	XM_005101790.2	sp	Q63HQ0	AP1AR_HUMAN	32.25	276	138	12	164	868	1	268	7e-11	63.9
871243411	XM_013084517.1	sp	Q63HQ0	AP1AR_HUMAN	31.67	281	138	12	164	883	1	268	2e-09	59.3
871243407	XM_013084516.1	sp	Q63HQ0	AP1AR_HUMAN	31.45	283	138	13	164	889	1	268	1e-08	57.0
871243416	XM_005101792.2	sp	A2RU67	F234B_HUMAN	24.56	456	269	15	421	1764	85	473	3e-27	120
871243419	XM_005101793.2	sp	A2RU67	F234B_HUMAN	24.56	456	269	15	414	1757	85	473	3e-27	120
871243421	XM_005101795.2	tr	A0A075B754	A0A075B754_HUMAN	48.57	140	62	1	2965	3384	1053	1182	2e-23	110
871243426	XM_013084518.1	sp	P53992	SC24C_HUMAN	61.78	777	295	2	1337	3664	319	1094	0.0	1025
524890618	XM_005101796.1	sp	P53992	SC24C_HUMAN	61.78	777	295	2	1385	3712	319	1094	0.0	1024
524890620	XM_005101797.1	sp	P53992	SC24C_HUMAN	61.78	777	295	2	1372	3699	319	1094	0.0	1024
871243450	XM_005101805.2	sp	Q495T6	MMEL1_HUMAN	31.87	182	114	5	310	843	81	256	5e-26	109
871243453	XM_013084526.1	sp	Q495T6	MMEL1_HUMAN	31.87	182	114	5	307	840	81	256	4e-26	110
871243443	XM_013084524.1	sp	Q14833	GRM4_HUMAN	28.57	763	436	19	281	2485	29	710	1e-75	267
871243428	XM_013084519.1	sp	Q9GZQ4	NMUR2_HUMAN	36.20	326	182	4	594	1565	38	339	3e-51	186
871243430	XM_005101798.2	sp	Q8N2E2	VWDE_HUMAN	46.22	238	104	2	2	673	1322	1549	1e-58	210
871243430	XM_005101798.2	sp	Q8N2E2	VWDE_HUMAN	39.29	196	91	2	2	589	1418	1585	4e-34	137
871243430	XM_005101798.2	sp	Q8N2E2	VWDE_HUMAN	39.09	197	96	2	116	664	1296	1482	2e-29	123
871243430	XM_005101798.2	sp	Q8N2E2	VWDE_HUMAN	42.07	164	77	2	224	673	1294	1453	2e-27	117
871243432	XM_013084520.1	sp	P41235	HNF4A_HUMAN	69.42	327	89	4	879	1850	60	378	1e-138	445
871243434	XM_013084521.1	sp	Q9UJX6	ANC2_HUMAN	45.93	590	302	8	1494	3221	233	819	2e-156	496
871243459	XM_005101811.2	sp	O75094	SLIT3_HUMAN	25.93	671	423	16	980	2911	49	672	1e-36	153
871243459	XM_005101811.2	sp	O75094	SLIT3_HUMAN	23.30	837	466	26	488	2677	76	843	2e-35	149
871243459	XM_005101811.2	sp	O75094	SLIT3_HUMAN	27.43	452	261	11	1595	2926	61	453	6e-29	128
871243459	XM_005101811.2	sp	O75094	SLIT3_HUMAN	24.88	418	286	10	710	1912	31	437	7e-19	95.1
871243459	XM_005101811.2	sp	O75094	SLIT3_HUMAN	24.50	347	247	7	1184	2194	537	878	2e-13	77.0
871243459	XM_005101811.2	sp	O75094	SLIT3_HUMAN	20.41	534	364	9	428	1912	152	663	4e-10	66.2
871243459	XM_005101811.2	sp	O75094	SLIT3_HUMAN	21.08	536	346	15	668	2098	66	583	7e-09	62.0
871243459	XM_005101811.2	sp	O75094	SLIT3_HUMAN	33.33	105	63	1	2366	2680	33	130	1e-08	61.2
871243459	XM_005101811.2	sp	O75094	SLIT3_HUMAN	23.03	317	208	6	413	1345	571	857	2e-08	60.8
871243465	XM_005101813.2	sp	Q99538	LGMN_HUMAN	51.79	390	181	5	336	1499	29	413	7e-129	394
871243468	XM_013084528.1	sp	Q8WUM0	NU133_HUMAN	33.16	1176	702	29	118	3492	7	1149	2e-160	516
871243473	XM_005101815.2	tr	A0A075B6E9	A0A075B6E9_HUMAN	43.06	72	35	2	596	811	326	391	3e-06	53.5
871243475	XM_013084529.1	sp	Q15643	TRIPB_HUMAN	33.74	575	345	6	5299	6921	1405	1977	8e-61	233
871243475	XM_013084529.1	sp	Q15643	TRIPB_HUMAN	31.08	296	167	7	202	1080	34	295	6e-10	66.2
871243478	XM_005101820.2	sp	Q8N945	PRLD2_HUMAN	44.81	183	89	1	115	627	1	183	4e-42	155
524890709	XM_005101841.1	sp	P55085	PAR2_HUMAN	29.63	81	53	2	349	591	277	353	2e-04	42.7
524890672	XM_005101823.1	tr	G3V419	G3V419_HUMAN	42.82	362	198	2	128	1210	1	354	4e-83	303
524890672	XM_005101823.1	tr	G3V419	G3V419_HUMAN	35.00	180	115	1	6038	6571	1070	1249	3e-29	129
871243480	XM_005101821.2	tr	G3V419	G3V419_HUMAN	42.82	362	198	2	128	1210	1	354	5e-83	303
871243480	XM_005101821.2	tr	G3V419	G3V419_HUMAN	35.76	165	104	1	6038	6526	1070	1234	5e-28	125
871243482	XM_005101822.2	tr	G3V419	G3V419_HUMAN	42.82	362	198	2	151	1233	1	354	5e-83	303
871243482	XM_005101822.2	tr	G3V419	G3V419_HUMAN	35.76	165	104	1	6061	6549	1070	1234	5e-28	125
871243485	XM_005101824.2	sp	Q9Y333	LSM2_HUMAN	91.58	95	8	0	81	365	1	95	3e-53	181
871243486	XM_013084531.1	sp	Q8IWY9	CDAN1_HUMAN	30.94	530	331	13	4546	6066	293	810	2e-40	166
871243489	XM_005101825.2	sp	Q8IWY9	CDAN1_HUMAN	30.94	530	331	13	4504	6024	293	810	2e-40	166
871243491	XM_005101826.2	sp	Q9NYB5	SO1C1_HUMAN	24.89	683	424	18	286	2178	19	664	2e-57	211
871243494	XM_005101842.2	sp	Q9Y6J9	TAF6L_HUMAN	36.74	460	269	7	141	1481	3	453	3e-70	253
871243498	XM_005101828.2	sp	P11498	PYC_HUMAN	69.09	1168	350	2	594	4082	17	1178	0.0	1570
871243502	XM_005101831.2	sp	P11498	PYC_HUMAN	69.05	1163	354	2	594	4067	17	1178	0.0	1547
871243496	XM_005101829.2	sp	P11498	PYC_HUMAN	69.09	1168	350	2	439	3927	17	1178	0.0	1570
871243500	XM_005101830.2	sp	P11498	PYC_HUMAN	69.09	1168	350	2	389	3877	17	1178	0.0	1570
871243523	XM_005101832.2	sp	O95159	ZFPL1_HUMAN	47.92	336	140	6	169	1176	7	307	3e-71	244
871243506	XM_005101834.2	sp	Q96RT7	GCP6_HUMAN	49.85	341	170	1	4304	5326	1480	1819	2e-101	364
871243506	XM_005101834.2	sp	Q96RT7	GCP6_HUMAN	36.46	650	387	8	1007	2935	180	810	2e-94	342
871243504	XM_005101833.2	sp	Q96RT7	GCP6_HUMAN	49.85	341	170	1	3894	4916	1480	1819	2e-101	364
871243504	XM_005101833.2	sp	Q96RT7	GCP6_HUMAN	36.46	650	387	8	597	2525	180	810	1e-94	342
871243511	XM_013084533.1	sp	Q96RT7	GCP6_HUMAN	49.85	341	170	1	3897	4919	1480	1819	2e-101	364
871243511	XM_013084533.1	sp	Q96RT7	GCP6_HUMAN	36.46	650	387	8	600	2528	180	810	1e-94	342
871243514	XM_013084534.1	sp	Q96RT7	GCP6_HUMAN	49.85	341	170	1	3936	4958	1480	1819	2e-101	364
871243514	XM_013084534.1	sp	Q96RT7	GCP6_HUMAN	36.46	650	387	8	639	2567	180	810	1e-94	342
871243508	XM_013084532.1	sp	Q96RT7	GCP6_HUMAN	49.85	341	170	1	4030	5052	1480	1819	2e-101	364
871243508	XM_013084532.1	sp	Q96RT7	GCP6_HUMAN	36.46	650	387	8	733	2661	180	810	1e-94	342
871243536	XM_005101843.2	sp	P55771	PAX9_HUMAN	94.49	127	7	0	1341	1721	5	131	3e-75	254
871243528	XM_005101835.2	sp	P01034	CYTC_HUMAN	29.31	116	70	5	419	748	35	144	1e-06	48.5
871243531	XM_005101836.2	sp	Q9UBX1	CATF_HUMAN	52.30	304	143	2	1587	2492	181	484	2e-93	316
871243607	XM_005101860.2	sp	Q8N766	EMC1_HUMAN	42.59	108	61	1	67	390	21	127	9e-21	93.2
871243607	XM_005101860.2	sp	Q8N766	EMC1_HUMAN	39.58	96	57	1	400	687	33	127	1e-14	74.3
871243545	XM_013084538.1	sp	Q8N766	EMC1_HUMAN	36.88	995	548	21	7	2853	33	993	0.0	576
871243548	XM_005101846.2	sp	Q8N766	EMC1_HUMAN	36.92	994	548	20	7	2850	33	993	0.0	580
871243550	XM_005101847.2	sp	Q9Y2G8	DJC16_HUMAN	28.81	788	525	15	208	2499	6	781	4e-96	323
871243554	XM_013084540.1	sp	Q9NUU7	DD19A_HUMAN	58.38	495	186	3	52	1533	3	478	0.0	588
871243557	XM_005101848.2	sp	P68371	TBB4B_HUMAN	99.06	427	4	0	116	1396	1	427	0.0	850
871243559	XM_005101849.2	sp	Q01780	EXOSX_HUMAN	43.99	707	341	14	52	2040	1	696	4e-180	561
871243562	XM_005101850.2	tr	H0YMA4	H0YMA4_HUMAN	65.15	66	22	1	379	576	1	65	5e-11	64.3
871243565	XM_013084541.1	tr	H0YMA4	H0YMA4_HUMAN	65.15	66	22	1	171	368	1	65	4e-11	64.3
871243568	XM_013084542.1	sp	P07948	LYN_HUMAN	29.00	300	180	10	664	1554	242	511	1e-24	110
871243572	XM_005101852.2	sp	Q9H0C8	ILKAP_HUMAN	51.79	392	163	3	1355	2452	1	392	6e-117	377
524890733	XM_005101853.1	sp	P58012	FOXL2_HUMAN	87.10	93	12	0	2029	2307	50	142	9e-49	182
871243588	XM_005101857.2	sp	Q9BV57	MTND_HUMAN	48.60	179	89	3	112	648	1	176	6e-48	172
871243590	XM_013084545.1	sp	Q9P2K9	DISP3_HUMAN	40.27	750	346	19	792	2858	83	791	3e-102	361
871243590	XM_013084545.1	sp	Q9P2K9	DISP3_HUMAN	42.72	426	227	8	3693	4967	983	1392	1e-79	291
871243593	XM_005101865.2	sp	P25105	PTAFR_HUMAN	24.83	302	191	14	838	1707	29	306	2e-04	45.1
871243601	XM_005101870.2	tr	A0A0B4J207	A0A0B4J207_HUMAN	26.76	284	182	10	436	1257	33	300	3e-14	74.7
871243604	XM_013084548.1	sp	Q8NFD2	ANKK1_HUMAN	37.72	114	60	2	625	951	496	603	2e-11	66.2
871243604	XM_013084548.1	sp	Q8NFD2	ANKK1_HUMAN	36.36	110	59	2	622	936	462	565	3e-11	65.9
871243604	XM_013084548.1	sp	Q8NFD2	ANKK1_HUMAN	29.06	234	127	9	349	1026	487	689	5e-11	65.1
871243604	XM_013084548.1	sp	Q8NFD2	ANKK1_HUMAN	35.42	96	56	2	622	909	627	716	1e-07	54.7
871243604	XM_013084548.1	sp	Q8NFD2	ANKK1_HUMAN	43.86	57	32	0	742	912	430	486	2e-04	44.7
871243604	XM_013084548.1	sp	Q8NFD2	ANKK1_HUMAN	31.82	110	64	3	625	939	364	467	3e-04	43.5
871243628	XM_013084554.1	sp	Q8NCL4	GALT6_HUMAN	39.06	512	282	12	1066	2520	114	622	5e-98	330
871243632	XM_013084555.1	sp	Q695T7	S6A19_HUMAN	27.62	210	141	3	421	1032	11	215	1e-18	90.9
871243709	XM_013084573.1	sp	Q5TGI0	FAXC_HUMAN	33.84	263	161	3	172	945	89	343	2e-50	177
871243635	XM_013084556.1	tr	F5GYR0	F5GYR0_HUMAN	50.00	64	29	1	2278	2460	583	646	8e-11	68.6
871243650	XM_013084561.1	sp	Q14185	DOCK1_HUMAN	49.25	1667	784	24	103	4992	1	1642	0.0	1588
871243647	XM_013084560.1	sp	Q14185	DOCK1_HUMAN	49.07	1675	783	25	103	5016	1	1642	0.0	1580
871243643	XM_013084559.1	sp	Q14185	DOCK1_HUMAN	49.05	1676	783	25	103	5019	1	1642	0.0	1582
871243657	XM_013084563.1	sp	Q14185	DOCK1_HUMAN	48.49	1693	784	25	103	5070	1	1642	0.0	1573
871243654	XM_013084562.1	sp	Q14185	DOCK1_HUMAN	48.49	1693	784	25	103	5070	1	1642	0.0	1573
871243639	XM_013084557.1	sp	Q14185	DOCK1_HUMAN	48.49	1693	784	25	103	5070	1	1642	0.0	1573
871243660	XM_005101873.2	sp	Q8IYR0	CF206_HUMAN	59.68	625	246	4	134	2002	1	621	0.0	769
871243662	XM_005101874.2	sp	Q9NY64	GTR8_HUMAN	40.40	453	234	6	897	2180	36	477	7e-78	267
871243678	XM_013084564.1	sp	Q9Y512	SAM50_HUMAN	44.75	476	242	9	25	1410	1	469	1e-118	370
871243702	XM_013084571.1	sp	Q05901	ACHB3_HUMAN	27.50	400	251	11	49	1185	65	446	2e-35	140
871243681	XM_013084565.1	sp	P55081	MFAP1_HUMAN	68.05	241	77	0	917	1639	197	437	7e-80	265
871243681	XM_013084565.1	sp	P55081	MFAP1_HUMAN	75.68	37	9	0	263	373	13	49	6e-11	65.9
871243684	XM_013084567.1	tr	A6NHV6	A6NHV6_HUMAN	43.86	342	182	8	455	1465	15	351	8e-79	269
871243687	XM_005101880.2	sp	Q96BN8	OTUL_HUMAN	36.36	264	153	4	3696	4472	88	341	1e-44	169
871243692	XM_013084568.1	sp	Q96BN8	OTUL_HUMAN	36.36	264	153	4	2009	2785	88	341	4e-45	169
871243689	XM_005101881.2	sp	Q96BN8	OTUL_HUMAN	36.36	264	153	4	2262	3038	88	341	5e-45	169
871243706	XM_013084572.1	sp	Q6ZW49	PAXI1_HUMAN	37.68	483	288	5	1910	3337	592	1068	1e-102	355
871243706	XM_013084572.1	sp	Q6ZW49	PAXI1_HUMAN	45.73	164	85	4	773	1258	27	188	8e-35	145
871243706	XM_013084572.1	sp	Q6ZW49	PAXI1_HUMAN	44.20	138	74	3	356	763	10	146	1e-26	119
871243698	XM_013084570.1	sp	P40337	VHL_HUMAN	27.69	130	92	2	554	943	62	189	2e-05	46.2
871243712	XM_013084574.1	sp	Q12952	FOXL1_HUMAN	72.34	94	26	0	926	1207	45	138	1e-41	159
871243715	XM_005101891.2	sp	O60547	GMDS_HUMAN	69.31	391	94	3	63	1229	6	372	0.0	555
871243718	XM_013084575.1	sp	Q5TGI4	SAMD5_HUMAN	35.82	67	40	1	494	694	8	71	1e-04	44.7
871243721	XM_013084576.1	sp	Q9UBT2	SAE2_HUMAN	58.07	632	250	5	16	1878	2	629	0.0	714
871243724	XM_005101893.2	sp	Q99627	CSN8_HUMAN	43.65	197	94	2	38	577	13	209	2e-43	155
871243727	XM_005101895.2	sp	Q7Z6J2	GRASP_HUMAN	34.67	150	90	3	124	573	67	208	4e-14	77.0
871243730	XM_013084577.1	sp	Q9UBT7	CTNL1_HUMAN	44.52	712	366	10	364	2484	30	717	8e-180	550
871243733	XM_005101896.2	sp	Q9UBT7	CTNL1_HUMAN	44.84	707	366	9	364	2469	30	717	0.0	556
871243776	XM_013084586.1	sp	Q96PH1	NOX5_HUMAN	49.87	393	173	4	652	1830	397	765	9e-117	380
871243776	XM_013084586.1	sp	Q96PH1	NOX5_HUMAN	32.46	114	49	1	334	591	58	171	1e-08	60.1
871243738	XM_013084580.1	sp	O75907	DGAT1_HUMAN	52.33	430	185	4	149	1432	68	479	1e-132	419
871243735	XM_013084578.1	sp	O75907	DGAT1_HUMAN	53.21	421	185	3	1368	2624	69	479	2e-132	425
871243741	XM_005101899.2	sp	Q86WA6	BPHL_HUMAN	50.79	252	124	0	261	1016	39	290	8e-92	281
871243747	XM_005101900.2	sp	Q9BXT8	RNF17_HUMAN	24.63	402	255	8	2443	3528	405	798	2e-30	134
871243747	XM_005101900.2	sp	Q9BXT8	RNF17_HUMAN	22.88	673	428	27	4330	6195	963	1595	2e-19	97.4
871243747	XM_005101900.2	sp	Q9BXT8	RNF17_HUMAN	23.64	423	262	15	2485	3642	682	1080	1e-14	81.6
871243747	XM_005101900.2	sp	Q9BXT8	RNF17_HUMAN	36.84	76	46	2	5185	5409	731	805	1e-06	55.5
871243747	XM_005101900.2	sp	Q9BXT8	RNF17_HUMAN	20.95	420	260	12	4195	5409	680	1042	3e-05	50.8
871243749	XM_005101901.2	tr	H0Y390	H0Y390_HUMAN	24.29	140	98	3	293	703	4063	4197	9e-06	50.1
871243779	XM_013084587.1	sp	O00370	LORF2_HUMAN	32.48	117	74	2	628	969	452	566	1e-11	67.0
871243763	XM_013084584.1	sp	O14965	AURKA_HUMAN	71.21	257	74	0	670	1440	127	383	1e-137	415
871243754	XM_005101902.2	sp	O14965	AURKA_HUMAN	71.21	257	74	0	308	1078	127	383	4e-139	415
871243766	XM_005101903.2	sp	O14965	AURKA_HUMAN	71.21	257	74	0	226	996	127	383	2e-139	415
871243769	XM_005101904.2	sp	P61019	RAB2A_HUMAN	91.04	212	19	0	80	715	1	212	5e-126	395
871243771	XM_005101905.2	tr	E9PJD7	E9PJD7_HUMAN	59.67	305	121	2	419	1327	100	404	2e-123	397
871243783	XM_013084588.1	sp	Q9H8Y1	VRTN_HUMAN	25.41	181	118	5	1152	1679	56	224	4e-10	63.5
871243786	XM_005101908.2	sp	P08912	ACM5_HUMAN	30.49	164	112	1	1435	1926	62	223	2e-16	84.7
524890894	XM_005101932.1	tr	M0QZF5	M0QZF5_HUMAN	61.90	42	16	0	223	348	68	109	6e-13	63.2
871243896	XM_013084612.1	sp	Q8N695	SC5A8_HUMAN	45.73	164	88	1	295	786	10	172	3e-40	148
871243796	XM_013084591.1	sp	P07602	SAP_HUMAN	28.73	456	238	12	2954	4066	34	487	2e-45	177
871243796	XM_013084591.1	sp	P07602	SAP_HUMAN	28.73	456	238	12	3218	4330	34	487	2e-45	177
871243796	XM_013084591.1	sp	P07602	SAP_HUMAN	28.73	456	238	12	3482	4594	34	487	2e-45	177
871243796	XM_013084591.1	sp	P07602	SAP_HUMAN	28.51	456	239	12	3746	4858	34	487	3e-45	177
871243796	XM_013084591.1	sp	P07602	SAP_HUMAN	28.23	457	236	14	2702	3802	33	487	2e-43	171
871243796	XM_013084591.1	sp	P07602	SAP_HUMAN	27.23	426	236	9	6866	7927	63	486	1e-41	166
871243796	XM_013084591.1	sp	P07602	SAP_HUMAN	27.65	452	240	13	2426	3538	42	487	2e-41	166
871243796	XM_013084591.1	sp	P07602	SAP_HUMAN	26.45	484	264	12	4010	5191	34	515	6e-41	164
871243796	XM_013084591.1	sp	P07602	SAP_HUMAN	27.25	455	254	12	2138	3274	34	487	6e-41	164
871243796	XM_013084591.1	sp	P07602	SAP_HUMAN	27.76	425	241	8	6575	7654	63	486	5e-40	160
871243796	XM_013084591.1	sp	P07602	SAP_HUMAN	26.27	453	250	9	4274	5392	34	482	2e-39	159
871243796	XM_013084591.1	sp	P07602	SAP_HUMAN	25.88	452	250	10	7067	8191	42	485	8e-38	154
871243796	XM_013084591.1	sp	P07602	SAP_HUMAN	26.45	431	241	9	5741	6817	63	489	1e-36	150
871243796	XM_013084591.1	sp	P07602	SAP_HUMAN	26.27	434	232	10	1391	2446	55	482	2e-36	149
871243796	XM_013084591.1	sp	P07602	SAP_HUMAN	26.68	431	251	14	6260	7366	55	482	7e-36	148
871243796	XM_013084591.1	sp	P07602	SAP_HUMAN	26.15	436	259	11	4883	6004	63	497	4e-35	145
871243796	XM_013084591.1	sp	P07602	SAP_HUMAN	26.42	424	228	9	7421	8449	63	483	4e-34	142
871243796	XM_013084591.1	sp	P07602	SAP_HUMAN	25.23	432	247	11	1664	2737	58	487	2e-31	133
871243796	XM_013084591.1	sp	P07602	SAP_HUMAN	25.12	434	259	11	5978	7096	57	485	3e-31	133
871243796	XM_013084591.1	sp	P07602	SAP_HUMAN	28.10	427	234	11	1127	2194	63	487	1e-30	131
871243796	XM_013084591.1	sp	P07602	SAP_HUMAN	22.37	456	262	12	7622	8758	42	482	5e-21	101
871243796	XM_013084591.1	sp	P07602	SAP_HUMAN	25.00	180	130	2	1109	1645	309	484	1e-09	65.1
871243799	XM_013084592.1	sp	Q99798	ACON_HUMAN	76.48	761	178	1	160	2439	18	778	0.0	1209
871243802	XM_005101914.2	sp	Q8NHV5	MOSMO_HUMAN	50.90	167	80	2	771	1268	1	166	8e-43	156
871243828	XM_013084599.1	tr	F5H4R6	F5H4R6_HUMAN	54.63	335	123	5	241	1233	35	344	6e-97	303
871243807	XM_013084594.1	tr	F5H4R6	F5H4R6_HUMAN	54.63	335	123	5	241	1233	35	344	1e-96	303
871243804	XM_013084593.1	tr	F5H4R6	F5H4R6_HUMAN	54.63	335	123	5	241	1233	35	344	1e-96	303
871243820	XM_013084598.1	tr	F5H4R6	F5H4R6_HUMAN	54.63	335	123	5	241	1233	35	344	6e-97	303
871243817	XM_013084597.1	tr	F5H4R6	F5H4R6_HUMAN	54.63	335	123	5	241	1233	35	344	4e-97	303
871243833	XM_013084600.1	tr	F5H4R6	F5H4R6_HUMAN	54.63	335	123	5	241	1233	35	344	2e-97	303
871243831	XM_005101921.2	tr	F5H4R6	F5H4R6_HUMAN	54.63	335	123	5	241	1233	35	344	5e-97	303
871243812	XM_005101916.2	tr	F5H4R6	F5H4R6_HUMAN	54.63	335	123	5	241	1233	35	344	9e-97	303
871243825	XM_005101920.2	tr	F5H4R6	F5H4R6_HUMAN	54.63	335	123	5	241	1233	35	344	5e-97	303
871243823	XM_005101919.2	tr	F5H4R6	F5H4R6_HUMAN	54.63	335	123	5	241	1233	35	344	3e-97	303
871243814	XM_013084596.1	sp	Q99733	NP1L4_HUMAN	56.55	336	132	4	223	1227	18	340	1e-97	305
871243810	XM_005101915.2	tr	F5H4R6	F5H4R6_HUMAN	54.63	335	123	5	198	1190	35	344	7e-97	303
871243836	XM_005101922.2	sp	O95628	CNOT4_HUMAN	80.08	236	47	0	123	830	9	244	4e-117	385
871243836	XM_005101922.2	sp	O95628	CNOT4_HUMAN	59.65	57	22	1	1809	1979	376	431	5e-07	55.5
871243838	XR_001184974.1	sp	Q96DM1	PGBD4_HUMAN	25.88	170	116	2	352	831	97	266	2e-14	70.1
871243838	XR_001184974.1	sp	Q96DM1	PGBD4_HUMAN	37.04	54	31	2	842	1003	272	322	2e-14	28.1
871243841	XM_005101924.2	sp	Q9BWG6	SCNM1_HUMAN	37.91	153	88	2	82	522	1	152	8e-24	100
871243841	XM_005101924.2	sp	Q9BWG6	SCNM1_HUMAN	51.92	52	24	1	1135	1287	177	228	2e-09	58.9
871243843	XM_005101925.2	sp	P08579	RU2B_HUMAN	55.97	268	61	3	142	903	1	225	3e-91	291
871243846	XM_005101926.2	sp	P08579	RU2B_HUMAN	55.97	268	61	3	141	902	1	225	1e-93	291
871243853	XM_013084603.1	sp	Q4G0F5	VP26B_HUMAN	73.35	334	75	2	38	997	1	334	2e-165	513
871243848	XM_013084602.1	sp	Q4G0F5	VP26B_HUMAN	72.81	342	71	3	38	1021	1	334	3e-165	512
871243851	XM_005101927.2	sp	Q4G0F5	VP26B_HUMAN	74.55	334	71	2	38	997	1	334	9e-168	519
871243877	XM_013084607.1	sp	Q16222	UAP1_HUMAN	59.86	416	158	4	10	1239	95	507	2e-169	499
871243856	XM_013084604.1	sp	Q16222	UAP1_HUMAN	35.63	87	54	1	162	416	1	87	8e-12	64.7
871243859	XM_005101928.2	sp	Q9NRG0	CHRC1_HUMAN	55.56	99	42	1	21	311	9	107	4e-26	107
524890890	XM_005101930.1	sp	Q7LFX5	CHSTF_HUMAN	29.19	418	244	12	761	1891	152	558	6e-48	182
524890888	XM_005101929.1	sp	Q7LFX5	CHSTF_HUMAN	29.19	418	244	12	719	1849	152	558	6e-48	182
871243956	XM_013084624.1	sp	Q13304	GPR17_HUMAN	23.99	296	194	12	288	1169	94	360	1e-07	55.5
871243959	XM_005101949.2	sp	Q8N4Q0	PTGR3_HUMAN	44.09	347	184	4	118	1146	29	369	3e-83	263
871243901	XM_005101939.2	sp	Q14166	TTL12_HUMAN	49.01	606	273	9	289	2046	31	620	0.0	574
871243942	XM_013084620.1	sp	Q6ZXV5	TMTC3_HUMAN	53.04	822	358	8	338	2725	1	820	0.0	832
871243945	XM_013084621.1	sp	O43820	HYAL3_HUMAN	29.80	198	103	4	242	733	8	203	6e-17	84.7
871243906	XM_013084614.1	sp	P17707	DCAM_HUMAN	52.00	325	146	4	506	1459	6	327	2e-98	317
871243904	XM_013084613.1	sp	P17707	DCAM_HUMAN	52.00	325	147	3	505	1461	6	327	7e-100	322
871243910	XM_005101944.2	sp	P49336	CDK8_HUMAN	77.49	422	86	3	166	1404	1	422	0.0	643
871243909	XM_005101943.2	sp	P49336	CDK8_HUMAN	77.25	422	89	3	166	1410	1	422	0.0	641
871243916	XM_005101945.2	sp	Q9BWU1	CDK19_HUMAN	83.01	359	61	0	166	1242	1	359	0.0	642
871243908	XM_005101942.2	sp	Q9BWU1	CDK19_HUMAN	83.01	359	61	0	166	1242	1	359	0.0	639
871243912	XM_013084616.1	sp	Q9BWU1	CDK19_HUMAN	83.01	359	61	0	166	1242	1	359	0.0	642
871243918	XM_013084617.1	sp	Q9BWU1	CDK19_HUMAN	83.01	359	61	0	166	1242	1	359	0.0	640
871243963	XM_013084625.1	sp	Q0VAA2	LR74A_HUMAN	25.63	355	245	8	77	1117	140	483	6e-25	109
871243953	XM_013084623.1	tr	A0A087WVT8	A0A087WVT8_HUMAN	38.14	1560	883	39	7859	12415	88	1606	0.0	904
871243953	XM_013084623.1	tr	A0A087WVT8	A0A087WVT8_HUMAN	33.42	1221	706	40	6629	10126	100	1268	1e-145	504
871243953	XM_013084623.1	tr	A0A087WVT8	A0A087WVT8_HUMAN	30.93	1180	708	39	5666	9049	127	1251	1e-114	408
871243953	XM_013084623.1	tr	A0A087WVT8	A0A087WVT8_HUMAN	34.28	849	475	34	6008	8398	451	1268	4e-89	325
871243953	XM_013084623.1	tr	A0A087WVT8	A0A087WVT8_HUMAN	25.53	474	278	19	5459	6799	845	1270	4e-14	80.9
871243953	XM_013084623.1	tr	A0A087WVT8	A0A087WVT8_HUMAN	36.84	76	45	1	653	871	60	135	1e-05	52.8
871243953	XM_013084623.1	tr	A0A087WVT8	A0A087WVT8_HUMAN	31.08	148	81	6	6083	6466	1136	1282	8e-04	47.0
871243925	XM_013084618.1	tr	B1AK63	B1AK63_HUMAN	70.53	95	20	3	574	834	10	104	4e-25	105
871243922	XM_005101946.2	tr	B1AK63	B1AK63_HUMAN	74.74	95	20	2	571	843	10	104	8e-30	119
871243928	XM_013084619.1	sp	Q8N3C0	ASCC3_HUMAN	46.57	350	168	7	4	1023	1854	2194	2e-96	319
871243983	XM_013084631.1	sp	P08621	RU17_HUMAN	65.84	161	54	1	161	640	1	161	3e-57	191
871243980	XM_013084630.1	sp	P16389	KCNA2_HUMAN	69.85	461	121	6	954	2294	25	481	2e-178	553
325296790	NM_001204705.1	sp	P16389	KCNA2_HUMAN	69.85	461	121	6	232	1572	25	481	0.0	553
871244009	XM_013084635.1	sp	Q9NP64	NO40_HUMAN	59.06	149	59	1	232	672	12	160	8e-51	179
871243987	XM_013084632.1	sp	Q9P000	COMD9_HUMAN	44.85	194	103	1	425	1006	9	198	2e-50	171
871243994	XM_005101974.2	sp	O43734	CIKS_HUMAN	24.27	206	113	9	1762	2358	388	557	3e-10	65.1
